Fecha del hecho,Dia de la Semana,Hora del hecho (HH:MM),Genero,Comuna,Modalidad,Arma/medio,Móvil agresor,Móvil víctima,Edad,Descripcion Conducta
2018-05-16T00:00:00.000,miércoles,1899-12-31T02:37:00.000,Sin dato,4,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Hurto a comercio
2018-05-16T00:00:00.000,miércoles,1899-12-31T09:00:00.000,Sin dato,4,Engaño,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-16T00:00:00.000,miércoles,1899-12-31T10:30:00.000,Sin dato,2,Mechero,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-17T00:00:00.000,jueves,1899-12-31T16:00:00.000,Femenino,4,Raponazo,Sin empleo de arma,A pie,A pie,20,Hurto a personas
2018-05-17T00:00:00.000,jueves,1899-12-31T09:00:00.000,Femenino,4,Paquete chileno,Sin empleo de arma,A pie,A pie,35,Hurto a personas
2018-05-17T00:00:00.000,jueves,1899-12-31T06:30:00.000,Femenino,9,Factor de oportunidad,Sin empleo de arma,A pie,A pie,36,Hurto a personas
2018-05-17T00:00:00.000,jueves,1899-12-31T08:00:00.000,Femenino,2,Atraco,Arma blanca,Motocicleta,A pie,37,Hurto a personas
2018-05-17T00:00:00.000,jueves,1899-12-31T13:00:00.000,Masculino,4,Raponazo,Sin empleo de arma,Motocicleta,A pie,58,Hurto a personas
2018-05-17T00:00:00.000,jueves,1899-12-31T15:00:00.000,Masculino,2,Raponazo,Sin empleo de arma,Motocicleta,A pie,62,Hurto a personas
2018-05-17T00:00:00.000,jueves,1899-12-31T07:00:00.000,Masculino,1,Bataleo,Sin empleo de arma,Motocicleta,Vehículo,38,Hurto a personas
2018-05-17T00:00:00.000,jueves,1899-12-31T00:00:00.000,Femenino,1,Ventosa,Contundente,A pie,A pie,Sin dato,Hurto a residencias
2018-05-17T00:00:00.000,jueves,1899-12-31T15:00:00.000,Femenino,10,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Hurto a residencias
2018-05-17T00:00:00.000,jueves,1899-12-31T07:15:00.000,Femenino,5,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a residencias
2018-05-17T00:00:00.000,jueves,1899-12-31T23:00:00.000,Masculino,8,Atraco,Arma blanca,A pie,Motocicleta,22,Hurto de motos
2018-05-18T00:00:00.000,viernes,1899-12-31T05:00:00.000,Masculino,10,Atraco,Arma blanca,A pie,A pie,20,Hurto a personas
2018-05-18T00:00:00.000,viernes,1899-12-31T04:00:00.000,Masculino,1,Atraco,Arma blanca,A pie,A pie,39,Hurto a personas
2018-05-18T00:00:00.000,viernes,1899-12-31T11:00:00.000,Femenino,9,Atraco,Arma blanca,A pie,A pie,49,Hurto a personas
2018-05-18T00:00:00.000,viernes,1899-12-31T08:00:00.000,Femenino,1,Atraco,Arma de fuego,A pie,A pie,17,Hurto a personas
2018-05-18T00:00:00.000,viernes,1899-12-31T16:18:00.000,Femenino,4,Factor de oportunidad,Sin empleo de arma,A pie,A pie,33,Hurto a personas
2018-05-18T00:00:00.000,viernes,1899-12-31T12:30:00.000,Femenino,5,Atraco,Arma blanca,Motocicleta,A pie,35,Hurto a personas
2018-05-18T00:00:00.000,viernes,1899-12-31T17:30:00.000,Femenino,4,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,43,Hurto a personas
2018-05-18T00:00:00.000,viernes,1899-12-31T08:00:00.000,Femenino,8,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,37,Hurto a personas
2018-05-18T00:00:00.000,viernes,1899-12-31T12:10:00.000,Masculino,7,Llamada millonaria,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a residencias
2018-05-18T00:00:00.000,viernes,1899-12-31T06:00:00.000,Sin dato,7,Atraco,Arma de fuego,A pie,A pie,Sin dato,Hurto a comercio
2018-05-18T00:00:00.000,viernes,1899-12-31T19:30:00.000,Sin dato,4,Mechero,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-18T00:00:00.000,viernes,1899-12-31T17:20:00.000,Sin dato,2,Mechero,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-18T00:00:00.000,viernes,1899-12-31T06:10:00.000,Sin dato,5,Atraco,Arma de fuego,Motocicleta,A pie,Sin dato,Hurto a comercio
2018-05-18T00:00:00.000,viernes,1899-12-31T19:15:00.000,Sin dato,4,Atraco,Arma de fuego,Motocicleta,A pie,Sin dato,Hurto a comercio
2018-05-18T00:00:00.000,viernes,1899-12-31T04:16:00.000,Femenino,8,Atraco,Arma blanca,Motocicleta,Motocicleta,25,Hurto de motos
2018-05-19T00:00:00.000,sábado,1899-12-31T19:40:00.000,Femenino,10,Atraco,Arma blanca,A pie,A pie,29,Hurto a personas
2018-05-19T00:00:00.000,sábado,1899-12-31T09:30:00.000,Masculino,6,Atraco,Contundente,A pie,A pie,13,Hurto a personas
2018-05-19T00:00:00.000,sábado,1899-12-31T20:40:00.000,Femenino,6,Atraco,Arma de fuego,Motocicleta,A pie,48,Hurto a personas
2018-05-19T00:00:00.000,sábado,1899-12-31T11:19:00.000,Femenino,7,Raponazo,Sin empleo de arma,Motocicleta,A pie,24,Hurto a personas
2018-05-19T00:00:00.000,sábado,1899-12-31T18:10:00.000,Femenino,4,Raponazo,Sin empleo de arma,Motocicleta,A pie,63,Hurto a personas
2018-05-19T00:00:00.000,sábado,1899-12-31T10:30:00.000,Masculino,6,Atraco,Arma blanca,A pie,Motocicleta,32,Hurto a personas
2018-05-19T00:00:00.000,sábado,1899-12-31T12:00:00.000,Masculino,4,Atraco,Arma de fuego,Motocicleta,Motocicleta,51,Hurto a personas
2018-05-19T00:00:00.000,sábado,1899-12-31T09:00:00.000,Masculino,2,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Hurto a residencias
2018-05-19T00:00:00.000,sábado,1899-12-31T01:30:00.000,Femenino,6,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a residencias
2018-05-19T00:00:00.000,sábado,1899-12-31T08:00:00.000,Sin dato,7,Llave maestra,Llave maestra,A pie,A pie,Sin dato,Hurto a comercio
2018-05-19T00:00:00.000,sábado,1899-12-31T12:00:00.000,Sin dato,1,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-19T00:00:00.000,sábado,1899-12-31T15:00:00.000,Sin dato,6,Factor de oportunidad,Sin empleo de arma,A pie,Vehículo,Sin dato,Hurto a comercio
2018-05-20T00:00:00.000,domingo,1899-12-31T20:05:00.000,Masculino,6,Factor de oportunidad,Sin empleo de arma,A pie,A pie,22,Hurto a personas
2018-05-20T00:00:00.000,domingo,1899-12-31T18:10:00.000,Femenino,2,Factor de oportunidad,Sin empleo de arma,A pie,A pie,63,Hurto a personas
2018-05-20T00:00:00.000,domingo,1899-12-31T20:00:00.000,Femenino,10,Raponazo,Sin empleo de arma,Motocicleta,A pie,28,Hurto a personas
2018-05-20T00:00:00.000,domingo,1899-12-31T12:30:00.000,Femenino,4,Raponazo,Sin empleo de arma,Motocicleta,A pie,54,Hurto a personas
2018-05-20T00:00:00.000,domingo,1899-12-31T23:30:00.000,Femenino,5,Atraco,Arma blanca,Motocicleta,Motocicleta,35,Hurto a personas
2018-05-20T00:00:00.000,domingo,1899-12-31T12:50:00.000,Femenino,3,Violación cerraduras,Contundente,Motocicleta,Motocicleta,39,Hurto a personas
2018-05-20T00:00:00.000,domingo,1899-12-31T10:00:00.000,Masculino,4,Raponazo,Sin empleo de arma,A pie,Vehículo,32,Hurto a personas
2018-05-20T00:00:00.000,domingo,1899-12-31T17:00:00.000,Masculino,2,Factor de oportunidad,Contundente,A pie,A pie,Sin dato,Hurto a residencias
2018-05-20T00:00:00.000,domingo,1899-12-31T05:30:00.000,Masculino,8,Atraco,Arma blanca,A pie,Motocicleta,23,Hurto de motos
2018-05-21T00:00:00.000,lunes,1899-12-31T11:00:00.000,Masculino,6,Atraco,Arma blanca,A pie,A pie,37,Hurto a personas
2018-05-21T00:00:00.000,lunes,1899-12-31T21:00:00.000,Masculino,2,Factor de oportunidad,Contundente,A pie,A pie,58,Hurto a personas
2018-05-21T00:00:00.000,lunes,1899-12-31T17:35:00.000,Femenino,4,Raponazo,Sin empleo de arma,A pie,A pie,23,Hurto a personas
2018-05-21T00:00:00.000,lunes,1899-12-31T19:30:00.000,Masculino,5,Raponazo,Sin empleo de arma,A pie,A pie,36,Hurto a personas
2018-05-21T00:00:00.000,lunes,1899-12-31T04:00:00.000,Femenino,4,Raponazo,Sin empleo de arma,Motocicleta,A pie,42,Hurto a personas
2018-05-21T00:00:00.000,lunes,1899-12-31T17:00:00.000,Femenino,2,Atraco,Arma blanca,Motocicleta,Motocicleta,22,Hurto a personas
2018-05-21T00:00:00.000,lunes,1899-12-31T09:00:00.000,Femenino,6,Ventosa,Contundente,A pie,A pie,Sin dato,Hurto a residencias
2018-05-21T00:00:00.000,lunes,1899-12-31T19:30:00.000,Masculino,9,Factor de oportunidad,Sin empleo de arma,Motocicleta,A pie,Sin dato,Hurto a residencias
2018-05-21T00:00:00.000,lunes,1899-12-31T08:00:00.000,Sin dato,4,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-22T00:00:00.000,martes,1899-12-31T12:40:00.000,Femenino,10,Atraco,Arma blanca,A pie,A pie,34,Hurto a personas
2018-05-22T00:00:00.000,martes,1899-12-31T16:30:00.000,Femenino,4,Supuesto ganador de lotería,Sin empleo de arma,A pie,A pie,28,Hurto a personas
2018-05-22T00:00:00.000,martes,1899-12-31T12:10:00.000,Masculino,3,Raponazo,Sin empleo de arma,A pie,A pie,30,Hurto a personas
2018-05-22T00:00:00.000,martes,1899-12-31T20:30:00.000,Masculino,1,Factor de oportunidad,Sin empleo de arma,A pie,A pie,61,Hurto a personas
2018-05-22T00:00:00.000,martes,1899-12-31T17:00:00.000,Masculino,4,Cosquilleo,Sin empleo de arma,A pie,A pie,65,Hurto a personas
2018-05-22T00:00:00.000,martes,1899-12-31T12:00:00.000,Masculino,4,Suplantación autoridades seguridad,Sin empleo de arma,A pie,A pie,67,Hurto a personas
2018-05-22T00:00:00.000,martes,1899-12-31T18:00:00.000,Femenino,2,Atraco,Arma blanca,Motocicleta,A pie,69,Hurto a personas
2018-05-22T00:00:00.000,martes,1899-12-31T12:00:00.000,Masculino,1,Atraco,Arma de fuego,Motocicleta,A pie,32,Hurto a personas
2018-05-22T00:00:00.000,martes,1899-12-31T19:05:00.000,Femenino,6,Atraco,Arma blanca,Motocicleta,A pie,43,Hurto a personas
2018-05-22T00:00:00.000,martes,1899-12-31T19:30:00.000,Femenino,10,Factor de oportunidad,Sin empleo de arma,Motocicleta,Conductor de bus,35,Hurto a personas
2018-05-22T00:00:00.000,martes,1899-12-31T20:00:00.000,Masculino,2,Bataleo,Sin empleo de arma,Motocicleta,Vehículo,31,Hurto a personas
2018-05-22T00:00:00.000,martes,1899-12-31T15:00:00.000,Femenino,9,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Hurto a residencias
2018-05-22T00:00:00.000,martes,1899-12-31T17:00:00.000,Sin dato,2,Descuelgue de mercancía,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-22T00:00:00.000,martes,1899-12-31T04:00:00.000,Sin dato,4,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-22T00:00:00.000,martes,1899-12-31T07:10:00.000,Sin dato,6,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-23T00:00:00.000,miércoles,1899-12-31T11:20:00.000,Masculino,6,Atraco,Arma blanca,A pie,A pie,17,Hurto a personas
2018-05-23T00:00:00.000,miércoles,1899-12-31T07:40:00.000,Femenino,5,Factor de oportunidad,Sin empleo de arma,A pie,A pie,43,Hurto a personas
2018-05-23T00:00:00.000,miércoles,1899-12-31T10:00:00.000,Femenino,4,Supuesto ganador de lotería,Sin empleo de arma,A pie,A pie,52,Hurto a personas
2018-05-23T00:00:00.000,miércoles,1899-12-31T11:00:00.000,Masculino,4,Raponazo,Sin empleo de arma,A pie,A pie,55,Hurto a personas
2018-05-23T00:00:00.000,miércoles,1899-12-31T20:45:00.000,Masculino,2,Atraco,Arma de fuego,Motocicleta,A pie,23,Hurto a personas
2018-05-23T00:00:00.000,miércoles,1899-12-31T14:20:00.000,Femenino,9,Atraco,Arma de fuego,Motocicleta,A pie,34,Hurto a personas
2018-05-23T00:00:00.000,miércoles,1899-12-31T14:15:00.000,Femenino,3,Raponazo,Sin empleo de arma,Motocicleta,A pie,25,Hurto a personas
2018-05-23T00:00:00.000,miércoles,1899-12-31T08:00:00.000,Masculino,9,Atraco,Arma de fuego,A pie,Motocicleta,53,Hurto a personas
2018-05-23T00:00:00.000,miércoles,1899-12-31T09:30:00.000,Femenino,8,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,37,Hurto a personas
2018-05-23T00:00:00.000,miércoles,1899-12-31T20:00:00.000,Masculino,3,Atraco,Arma de fuego,A pie,Vehículo,59,Hurto a personas
2018-05-23T00:00:00.000,miércoles,1899-12-31T07:20:00.000,Femenino,2,Llave maestra,Llave maestra,A pie,A pie,Sin dato,Hurto a residencias
2018-05-23T00:00:00.000,miércoles,1899-12-31T23:00:00.000,Masculino,Corregimiento El Caguán,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Hurto a residencias
2018-05-23T00:00:00.000,miércoles,1899-12-31T07:45:00.000,Sin dato,4,Llave maestra,Llave maestra,A pie,A pie,Sin dato,Hurto a comercio
2018-05-23T00:00:00.000,miércoles,1899-12-31T11:00:00.000,Sin dato,3,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-24T00:00:00.000,jueves,1899-12-31T12:20:00.000,Masculino,3,Atraco,Arma de fuego,A pie,A pie,26,Hurto a personas
2018-05-24T00:00:00.000,jueves,1899-12-31T12:40:00.000,Femenino,2,Raponazo,Sin empleo de arma,A pie,A pie,48,Hurto a personas
2018-05-24T00:00:00.000,jueves,1899-12-31T21:00:00.000,Masculino,2,Atraco,Arma blanca,Motocicleta,A pie,50,Hurto a personas
2018-05-24T00:00:00.000,jueves,1899-12-31T12:35:00.000,Femenino,2,Raponazo,Sin empleo de arma,Motocicleta,A pie,51,Hurto a personas
2018-05-24T00:00:00.000,jueves,1899-12-31T08:40:00.000,Femenino,6,Atraco,Arma blanca,Motocicleta,Motocicleta,30,Hurto a personas
2018-05-24T00:00:00.000,jueves,1899-12-31T12:00:00.000,Masculino,10,Ventosa,Contundente,A pie,A pie,Sin dato,Hurto a residencias
2018-05-24T00:00:00.000,jueves,1899-12-31T06:30:00.000,Sin dato,3,Ventosa,Contundente,A pie,A pie,Sin dato,Hurto a comercio
2018-05-24T00:00:00.000,jueves,1899-12-31T00:00:00.000,Sin dato,6,Llave maestra,Llave maestra,A pie,A pie,Sin dato,Hurto a comercio
2018-05-25T00:00:00.000,viernes,1899-12-31T00:30:00.000,Masculino,3,Atraco,Arma blanca,A pie,A pie,18,Hurto a personas
2018-05-25T00:00:00.000,viernes,1899-12-31T00:40:00.000,Masculino,3,Atraco,Arma blanca,A pie,A pie,18,Hurto a personas
2018-05-25T00:00:00.000,viernes,1899-12-31T19:30:00.000,Femenino,5,Rompimiento vidrio,Contundente,A pie,A pie,24,Hurto a personas
2018-05-25T00:00:00.000,viernes,1899-12-31T06:00:00.000,Femenino,6,Raponazo,Sin empleo de arma,A pie,A pie,22,Hurto a personas
2018-05-25T00:00:00.000,viernes,1899-12-31T18:00:00.000,Femenino,7,Atraco,Sin empleo de arma,A pie,A pie,39,Hurto a personas
2018-05-25T00:00:00.000,viernes,1899-12-31T18:30:00.000,Masculino,4,Cosquilleo,Sin empleo de arma,A pie,A pie,57,Hurto a personas
2018-05-25T00:00:00.000,viernes,1899-12-31T17:20:00.000,Masculino,6,Factor de oportunidad,Sin empleo de arma,A pie,A pie,57,Hurto a personas
2018-05-25T00:00:00.000,viernes,1899-12-31T09:50:00.000,Masculino,4,Halado,Sin empleo de arma,A pie,A pie,59,Hurto a personas
2018-05-25T00:00:00.000,viernes,1899-12-31T14:15:00.000,Femenino,4,Raponazo,Sin empleo de arma,A pie,A pie,66,Hurto a personas
2018-05-25T00:00:00.000,viernes,1899-12-31T00:30:00.000,Femenino,2,Raponazo,Sin empleo de arma,Motocicleta,A pie,26,Hurto a personas
2018-05-25T00:00:00.000,viernes,1899-12-31T21:30:00.000,Masculino,1,Atraco,Arma blanca,Motocicleta,A pie,18,Hurto a personas
2018-05-25T00:00:00.000,viernes,1899-12-31T09:10:00.000,Masculino,2,Atraco,Arma blanca,Motocicleta,A pie,19,Hurto a personas
2018-05-25T00:00:00.000,viernes,1899-12-31T07:00:00.000,Masculino,6,Atraco,Arma de fuego,Motocicleta,A pie,40,Hurto a personas
2018-05-25T00:00:00.000,viernes,1899-12-31T17:20:00.000,Masculino,2,Atraco,Arma blanca,A pie,Motocicleta,27,Hurto a personas
2018-05-25T00:00:00.000,viernes,1899-12-31T19:00:00.000,Femenino,2,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,39,Hurto a personas
2018-05-25T00:00:00.000,viernes,1899-12-31T10:40:00.000,Femenino,4,Factor de oportunidad,Sin empleo de arma,A pie,Vehículo,52,Hurto a personas
2018-05-25T00:00:00.000,viernes,1899-12-31T06:30:00.000,Masculino,1,Violación cerraduras,Contundente,Motocicleta,Vehículo,39,Hurto a personas
2018-05-25T00:00:00.000,viernes,1899-12-31T17:00:00.000,Femenino,4,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a residencias
2018-05-25T00:00:00.000,viernes,1899-12-31T00:00:00.000,Femenino,8,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a residencias
2018-05-25T00:00:00.000,viernes,1899-12-31T09:00:00.000,Sin dato,2,Rompimiento pared,Contundente,A pie,A pie,Sin dato,Hurto a comercio
2018-05-25T00:00:00.000,viernes,1899-12-31T10:30:00.000,Sin dato,4,Engaño,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-25T00:00:00.000,viernes,1899-12-31T11:45:00.000,Sin dato,4,Mechero,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-26T00:00:00.000,sábado,1899-12-31T13:00:00.000,Femenino,2,Raponazo,Sin empleo de arma,A pie,A pie,22,Hurto a personas
2018-05-26T00:00:00.000,sábado,1899-12-31T20:50:00.000,Femenino,10,Factor de oportunidad,Sin empleo de arma,A pie,A pie,32,Hurto a personas
2018-05-26T00:00:00.000,sábado,1899-12-31T21:56:00.000,Masculino,6,Atraco,Arma blanca,Motocicleta,A pie,16,Hurto a personas
2018-05-26T00:00:00.000,sábado,1899-12-31T10:00:00.000,Femenino,3,Atraco,Sin empleo de arma,Motocicleta,Motocicleta,50,Hurto a personas
2018-05-26T00:00:00.000,sábado,1899-12-31T07:40:00.000,Femenino,6,Raponazo,Sin empleo de arma,Vehículo,Motocicleta,32,Hurto a personas
2018-05-26T00:00:00.000,sábado,1899-12-31T19:00:00.000,Masculino,4,Atraco,Arma de fuego,Motocicleta,Motocicleta,32,Hurto a personas
2018-05-26T00:00:00.000,sábado,1899-12-31T01:30:00.000,Femenino,6,Atraco,Arma de fuego,A pie,A pie,Sin dato,Hurto a residencias
2018-05-26T00:00:00.000,sábado,1899-12-31T09:30:00.000,Femenino,10,Ventosa,Contundente,A pie,A pie,Sin dato,Hurto a residencias
2018-05-26T00:00:00.000,sábado,1899-12-31T21:30:00.000,Masculino,1,Ventosa,Contundente,A pie,A pie,Sin dato,Hurto a residencias
2018-05-26T00:00:00.000,sábado,1899-12-31T03:00:00.000,Sin dato,5,Ventosa,Contundente,A pie,A pie,Sin dato,Hurto a comercio
2018-05-26T00:00:00.000,sábado,1899-12-31T16:00:00.000,Sin dato,6,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-27T00:00:00.000,domingo,1899-12-31T20:00:00.000,Femenino,6,Raponazo,Sin empleo de arma,A pie,A pie,48,Hurto a personas
2018-05-27T00:00:00.000,domingo,1899-12-31T02:00:00.000,Femenino,2,Raponazo,Sin empleo de arma,Motocicleta,A pie,61,Hurto a personas
2018-05-27T00:00:00.000,domingo,1899-12-31T09:00:00.000,Femenino,6,Ventosa,Contundente,A pie,A pie,Sin dato,Hurto a residencias
2018-05-27T00:00:00.000,domingo,1899-12-31T14:00:00.000,Masculino,3,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Hurto a residencias
2018-05-27T00:00:00.000,domingo,1899-12-31T05:40:00.000,Sin dato,1,Ventosa,Contundente,A pie,A pie,Sin dato,Hurto a comercio
2018-05-27T00:00:00.000,domingo,1899-12-31T15:50:00.000,Sin dato,4,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-27T00:00:00.000,domingo,1899-12-31T06:30:00.000,Sin dato,3,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-28T00:00:00.000,lunes,1899-12-31T05:30:00.000,Masculino,6,Atraco,Arma blanca,A pie,A pie,27,Hurto a personas
2018-05-28T00:00:00.000,lunes,1899-12-31T14:00:00.000,Masculino,4,Raponazo,Sin empleo de arma,A pie,A pie,32,Hurto a personas
2018-05-28T00:00:00.000,lunes,1899-12-31T22:00:00.000,Femenino,Corregimiento El Caguán,Atraco,Arma de fuego,Motocicleta,A pie,52,Hurto a personas
2018-05-28T00:00:00.000,lunes,1899-12-31T18:40:00.000,Masculino,10,Atraco,Arma blanca,Pasajero de bus,Conductor de bus,41,Hurto a personas
2018-05-28T00:00:00.000,lunes,1899-12-31T14:05:00.000,Masculino,9,Atraco,Arma blanca,A pie,Motocicleta,34,Hurto a personas
2018-05-28T00:00:00.000,lunes,1899-12-31T18:30:00.000,Masculino,6,Atraco,Arma blanca,A pie,Motocicleta,55,Hurto a personas
2018-05-28T00:00:00.000,lunes,1899-12-31T23:15:00.000,Masculino,1,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Hurto a residencias
2018-05-28T00:00:00.000,lunes,1899-12-31T18:00:00.000,Masculino,4,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a residencias
2018-05-28T00:00:00.000,lunes,1899-12-31T21:30:00.000,Sin dato,9,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-28T00:00:00.000,lunes,1899-12-31T03:00:00.000,Sin dato,8,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-28T00:00:00.000,lunes,1899-12-31T13:00:00.000,Sin dato,1,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2018-05-28T00:00:00.000,lunes,1899-12-31T21:30:00.000,Femenino,6,Atraco,Arma de fuego,A pie,Motocicleta,21,Hurto de motos
2018-05-28T00:00:00.000,lunes,1899-12-31T05:30:00.000,Masculino,6,Atraco,Arma blanca,Motocicleta,Motocicleta,61,Hurto de motos
2018-05-29T00:00:00.000,martes,1899-12-31T10:30:00.000,Femenino,3,Factor de oportunidad,Sin empleo de arma,A pie,A pie,29,Hurto a personas
2018-05-29T00:00:00.000,martes,1899-12-31T01:10:00.000,Femenino,7,Raponazo,Sin empleo de arma,Motocicleta,A pie,25,Hurto a personas
2018-05-29T00:00:00.000,martes,1899-12-31T19:30:00.000,Femenino,1,Raponazo,Sin empleo de arma,Motocicleta,A pie,31,Hurto a personas
2018-05-29T00:00:00.000,martes,1899-12-31T10:00:00.000,Femenino,7,Raponazo,Sin empleo de arma,Motocicleta,A pie,47,Hurto a personas
2018-05-29T00:00:00.000,martes,1899-12-31T12:30:00.000,Femenino,1,Violación cerraduras,Contundente,A pie,Motocicleta,32,Hurto a personas
2018-05-29T00:00:00.000,martes,1899-12-31T17:30:00.000,Masculino,6,Atraco,Arma blanca,A pie,Vehículo,49,Hurto a personas
2018-05-29T00:00:00.000,martes,1899-12-31T13:45:00.000,Femenino,10,Raponazo,Sin empleo de arma,A pie,Motocicleta,20,Hurto a personas
2018-05-29T00:00:00.000,martes,1899-12-31T12:00:00.000,Masculino,7,Factor de oportunidad,Sin empleo de arma,Motocicleta,Motocicleta,59,Hurto a personas
2018-05-29T00:00:00.000,martes,1899-12-31T14:00:00.000,Femenino,9,Llave maestra,Llave maestra,A pie,A pie,Sin dato,Hurto a residencias
2018-05-29T00:00:00.000,martes,1899-12-31T15:42:00.000,Femenino,9,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a residencias
2018-05-30T00:00:00.000,miércoles,1899-12-31T09:00:00.000,Masculino,6,Atraco,Arma blanca,A pie,A pie,30,Hurto a personas
2018-05-30T00:00:00.000,miércoles,1899-12-31T00:18:00.000,Masculino,6,Atraco,Arma blanca,A pie,A pie,53,Hurto a personas
2018-05-30T00:00:00.000,miércoles,1899-12-31T18:35:00.000,Femenino,1,Raponazo,Sin empleo de arma,A pie,A pie,25,Hurto a personas
2018-05-30T00:00:00.000,miércoles,1899-12-31T11:00:00.000,Masculino,4,Raponazo,Sin empleo de arma,A pie,A pie,29,Hurto a personas
2018-05-30T00:00:00.000,miércoles,1899-12-31T17:15:00.000,Femenino,4,Raponazo,Sin empleo de arma,A pie,A pie,42,Hurto a personas
2018-05-30T00:00:00.000,miércoles,1899-12-31T21:00:00.000,Femenino,5,Raponazo,Sin empleo de arma,Motocicleta,A pie,51,Hurto a personas
2018-05-30T00:00:00.000,miércoles,1899-12-31T11:30:00.000,Masculino,10,Atraco,Arma blanca,Motocicleta,A pie,63,Hurto a personas
2018-05-30T00:00:00.000,miércoles,1899-12-31T19:00:00.000,Masculino,7,Atraco,Arma blanca,Motocicleta,Bicicleta,34,Hurto a personas
2018-05-30T00:00:00.000,miércoles,1899-12-31T07:15:00.000,Femenino,6,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,30,Hurto a personas
2018-05-30T00:00:00.000,miércoles,1899-12-31T07:30:00.000,Masculino,1,Atraco,Arma de fuego,Motocicleta,Motocicleta,21,Hurto a personas
2018-05-30T00:00:00.000,miércoles,1899-12-31T19:30:00.000,Masculino,10,Atraco,Arma blanca,Motocicleta,Vehículo,36,Hurto a personas
2018-05-30T00:00:00.000,miércoles,1899-12-31T02:00:00.000,Masculino,10,Factor de oportunidad,Contundente,A pie,A pie,Sin dato,Hurto a residencias
2018-05-30T00:00:00.000,miércoles,1899-12-31T07:00:00.000,Femenino,6,Factor de oportunidad,Contundente,A pie,A pie,Sin dato,Hurto a residencias
2018-05-30T00:00:00.000,miércoles,1899-12-31T13:30:00.000,Sin dato,6,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Hurto a comercio
2018-05-30T00:00:00.000,miércoles,1899-12-31T12:35:00.000,Sin dato,9,Atraco,Arma de fuego,Motocicleta,A pie,Sin dato,Hurto a comercio
2018-05-31T00:00:00.000,jueves,1899-12-31T14:49:00.000,Masculino,6,Atraco,Arma blanca,A pie,A pie,39,Hurto a personas
2018-05-31T00:00:00.000,jueves,1899-12-31T12:00:00.000,Femenino,6,Factor de oportunidad,Sin empleo de arma,A pie,A pie,25,Hurto a personas
2018-05-31T00:00:00.000,jueves,1899-12-31T02:00:00.000,Femenino,5,Raponazo,Sin empleo de arma,A pie,A pie,27,Hurto a personas
2018-05-31T00:00:00.000,jueves,1899-12-31T16:00:00.000,Femenino,4,Factor de oportunidad,Sin empleo de arma,A pie,A pie,35,Hurto a personas
